id,x_c,y_c,x_fl,y_fl,x_fr,y_fr,x_rr,y_rr,x_rl,y_rl,frame,label
0,356.24571990966797,145.75160598754883,371.9644775390625,199.9816131591797,333.026611328125,197.9976806640625,339.00732421875,90.02371978759766,380.9844665527344,95.00341033935547,40,veh
0,356.2907943725586,149.2995834350586,372.3006591796875,203.91506958007812,332.54974365234375,202.25424194335938,338.64605712890625,93.05825805664062,381.6667175292969,97.97076416015625,41,veh
0,356.2496840953827,152.3939483165741,371.4905700683594,206.98788452148438,333.0357542037964,204.2188901901245,339.260986328125,96.03030395507812,381.21142578125,102.33871459960938,42,veh
0,355.6184890270233,155.42628169059753,371.49591064453125,209.88111877441406,332.03328227996826,207.5298948287964,338.710693359375,99.51531219482422,380.23406982421875,104.77880096435547,43,veh
0,355.55363845825195,158.61474609375,371.111083984375,212.9503936767578,331.56413555145264,210.769793510437,339.30078125,102.49330139160156,380.2385530471802,108.24549579620361,44,veh
0,354.98554515838623,161.8468770980835,370.3144836425781,216.36363220214844,331.759051322937,213.54236125946045,338.3316345214844,106.2500991821289,379.5370111465454,111.23141574859619,45,veh
0,355.04353761672974,164.52231073379517,370.5818786621094,218.82070922851562,331.5577697753906,216.56149291992188,337.95622539520264,108.80219554901123,380.0782766342163,113.90484523773193,46,veh
0,354.70518469810486,167.7894914150238,370.5823059082031,222.21595764160156,331.3583068847656,219.80789184570312,338.2450256347656,111.95866394042969,378.63510036468506,117.17545223236084,47,veh
0,354.76489996910095,170.61547446250916,370.662109375,224.38458251953125,331.0860900878906,223.0113067626953,338.0904541015625,115.46578979492188,379.2209463119507,119.60021877288818,48,veh
0,354.1244192123413,173.707293510437,369.6058349609375,227.99642944335938,330.6282625198364,225.39321613311768,337.52313232421875,118.224365234375,378.74044704437256,123.215163230896,49,veh
0,354.26236629486084,176.65932178497314,369.12493896484375,231.5884246826172,330.7571382522583,228.3604097366333,338.1908874511719,120.26216888427734,378.97650051116943,126.42628383636475,50,veh
0,353.9593012332916,179.64197373390198,368.4869384765625,234.37777709960938,330.65815925598145,231.53723335266113,337.41943359375,123.7771224975586,379.27267360687256,128.8757619857788,51,veh
0,353.31929063796997,182.9291672706604,368.51214599609375,236.99256896972656,329.69696617126465,234.32179832458496,337.0483064651489,127.82423877716064,378.01974391937256,132.57806301116943,52,veh
0,353.02707600593567,186.0614082813263,368.15069580078125,240.633056640625,329.47433280944824,237.679594039917,336.81427001953125,130.80780029296875,377.66900539398193,135.12518215179443,53,veh
0,353.1601402759552,188.6865837574005,368.2049255371094,242.81759643554688,329.0586223602295,240.9620189666748,337.3901672363281,133.73654174804688,377.9868459701538,137.2301778793335,54,veh
0,352.4445106983185,191.80926823616028,367.350341796875,246.4086151123047,328.4335308074951,243.67643547058105,335.7501525878906,136.8031768798828,378.2440176010132,140.34884548187256,55,veh
0,352.31378865242004,194.6226532459259,367.7743835449219,248.76129150390625,328.4973430633545,246.3365306854248,336.0308837890625,139.79469299316406,376.9525442123413,143.5980978012085,56,veh
0,351.94652485847473,197.67729496955872,367.11029052734375,252.59768676757812,327.58593559265137,248.62530326843262,335.6455993652344,142.6956329345703,377.44427394866943,146.7905569076538,57,veh
0,351.7898061275482,201.03359961509705,366.43212890625,255.53207397460938,327.87498474121094,252.17652893066406,335.9975280761719,145.8291473388672,376.85458278656006,150.59664821624756,58,veh
0,351.8019554615021,203.88242650032043,366.3952331542969,258.211669921875,327.61511039733887,255.30982780456543,335.976806640625,148.70947265625,377.22067165374756,153.2987356185913,59,veh
0,351.48268818855286,206.69906544685364,366.525390625,260.6165466308594,327.4060344696045,258.296537399292,335.7838134765625,151.94998168945312,376.21551418304443,155.93319606781006,60,veh
0,351.1400215625763,210.14038014411926,365.8227233886719,264.6742248535156,327.0344829559326,261.6172466278076,335.8744201660156,154.74827575683594,375.82845973968506,159.52177333831787,61,veh
0,351.06293416023254,212.84134984016418,365.8270568847656,267.3602600097656,326.14730644226074,264.1589641571045,336.0636291503906,157.47877502441406,376.2137441635132,162.36740016937256,62,veh
0,350.5591652393341,215.57711720466614,365.8651428222656,269.8582763671875,326.112699508667,266.81213188171387,334.9324951171875,160.3596954345703,375.3263235092163,165.27836513519287,63,veh
0,350.3010628223419,218.55631184577942,365.5780029296875,272.98541259765625,325.2749309539795,270.02975273132324,334.9521179199219,163.7494354248047,375.3991994857788,167.4606466293335,64,veh
