id,x_c,y_c,x_fl,y_fl,x_fr,y_fr,x_rr,y_rr,x_rl,y_rl,frame,label
0,576.5051116943359,224.2553596496582,629.9839477539062,200.032958984375,632.987060546875,239.97567749023438,523.018798828125,248.0146484375,520.0306396484375,208.99815368652344,1,veh
1,580.7506256103516,139.74888801574707,522.003173828125,164.99880981445312,521.0060424804688,122.9994888305664,637.9895629882812,114.00975036621094,642.0037231445312,156.9875030517578,1,veh
0,577.2189636230469,224.82936477661133,631.00732421875,200.0669708251953,633.9526977539062,240.91859436035156,523.7636108398438,248.38063049316406,520.1522216796875,209.95126342773438,2,veh
1,581.0144195556641,140.484130859375,522.0250854492188,165.99481201171875,521.08251953125,123.96847534179688,638.9590454101562,114.04934692382812,641.9910278320312,157.92388916015625,2,veh
0,577.1098022460938,224.8600959777832,630.057373046875,200.09153747558594,633.9534912109375,240.8683319091797,524.15576171875,248.55860900878906,520.2725830078125,209.92190551757812,3,veh
1,581.2793884277344,140.47291564941406,522.049560546875,165.986572265625,521.1538696289062,123.96273040771484,638.9278564453125,114.0786361694336,642.9862670898438,157.8637237548828,3,veh
0,576.9655456542969,224.92807388305664,630.1044311523438,200.119140625,633.956787109375,240.82679748535156,523.4263916015625,248.8622589111328,520.3745727539062,209.9040985107422,4,veh
1,581.2917022705078,140.45860862731934,522.0748901367188,165.97427368164062,521.21484375,123.95148468017578,638.8999633789062,114.08894348144531,642.9771118164062,157.81973266601562,4,veh
0,577.0380249023438,225.00947952270508,630.1500244140625,200.1467742919922,633.9593505859375,240.7862548828125,523.5684814453125,249.2173614501953,520.4742431640625,209.8875274658203,5,veh
1,581.2991027832031,140.4412841796875,522.0965576171875,165.9638214111328,521.2675170898438,123.94342041015625,638.8760986328125,114.1038818359375,642.9562377929688,157.75401306152344,5,veh
0,577.1159515380859,224.8202781677246,630.1941528320312,200.17442321777344,633.961181640625,240.74609375,523.7340698242188,248.48983764648438,520.5744018554688,209.87075805664062,6,veh
1,581.3129425048828,140.423921585083,522.1182250976562,165.95481872558594,521.3450317382812,123.93299102783203,638.8522338867188,114.11811828613281,642.936279296875,157.68975830078125,6,veh
0,577.2248687744141,224.88504028320312,630.23681640625,200.20208740234375,633.9622802734375,240.706298828125,524.0280151367188,248.77667236328125,520.67236328125,209.8551025390625,7,veh
1,581.3285827636719,140.41013717651367,522.1392822265625,165.9462127685547,521.4254760742188,123.92567443847656,638.8265380859375,114.13493347167969,642.9230346679688,157.63372802734375,7,veh
0,577.0458221435547,224.94462203979492,630.278076171875,200.22972106933594,633.9630126953125,240.66668701171875,523.1740112304688,249.04164123535156,520.7681884765625,209.84043884277344,8,veh
1,581.3407745361328,140.39163398742676,522.1597290039062,165.93759155273438,521.4921264648438,123.89901733398438,638.8009643554688,114.15094757080078,642.9102783203125,157.5789794921875,8,veh
0,577.0733032226562,224.74662017822266,630.3179321289062,200.25729370117188,633.96337890625,240.6536407470703,523.1463623046875,248.24571228027344,520.8655395507812,209.829833984375,9,veh
1,581.3489074707031,140.38513565063477,522.1770629882812,165.93728637695312,521.5517578125,123.88948059082031,638.768798828125,114.18830871582031,642.8980102539062,157.5254669189453,9,veh
0,577.1230773925781,224.80346298217773,630.3380737304688,200.2907257080078,633.977294921875,240.64077758789062,523.2156982421875,248.4610137939453,520.9612426757812,209.8213348388672,10,veh
1,581.3533477783203,140.37176513671875,522.1940307617188,165.93666076660156,521.6099853515625,123.88066864013672,638.73095703125,114.2180404663086,642.87841796875,157.45169067382812,10,veh
0,577.1571655273438,224.8326072692871,630.3561401367188,200.32400512695312,633.9921264648438,240.62066650390625,523.2261962890625,248.56980895996094,521.05419921875,209.81594848632812,11,veh
