id,x,y,frame,label
0,147.48931884765625,122.4985122680664,1,ped
1,162.50454711914062,123.49777221679688,1,ped
2,171.47259521484375,132.49221801757812,1,ped
3,237.499267578125,145.50096130371094,1,ped
4,247.5051727294922,204.5048065185547,1,ped
5,202.49327087402344,429.4919128417969,1,ped
6,452.5354309082031,378.4801330566406,1,ped
7,461.5080261230469,383.4897766113281,1,ped
8,579.4892578125,229.48849487304688,1,ped
9,601.51171875,237.51490783691406,1,ped
10,660.5020141601562,148.50099182128906,1,ped
11,733.5032958984375,75.51052856445312,1,ped
12,815.5172119140625,72.497802734375,1,ped
13,816.4847412109375,86.4808349609375,1,ped
14,817.4632568359375,102.4898452758789,1,ped
15,899.5136108398438,62.51091766357422,1,ped
16,1027.5479736328125,112.55977630615234,1,ped
17,1037.5411376953125,125.4824447631836,1,ped
18,1061.5050048828125,110.5102310180664,1,ped
19,1069.4844970703125,129.4998321533203,1,ped
0,147.4615478515625,124.12190246582031,2,ped
1,162.7928009033203,124.91293334960938,2,ped
2,171.13311767578125,133.7353973388672,2,ped
3,239.34771728515625,145.0029754638672,2,ped
4,249.2878875732422,204.21319580078125,2,ped
5,202.63409423828125,427.73492431640625,2,ped
6,452.1715393066406,379.75341796875,2,ped
7,461.1128234863281,384.8332214355469,2,ped
8,579.38916015625,230.92628479003906,2,ped
9,600.8451538085938,239.19076538085938,2,ped
10,659.811279296875,149.03701782226562,2,ped
11,732.5868530273438,76.93110656738281,2,ped
12,816.66259765625,72.24565124511719,2,ped
13,817.9164428710938,86.16738891601562,2,ped
14,818.4797973632812,102.25092315673828,2,ped
15,900.739990234375,62.168968200683594,2,ped
16,1028.5006103515625,112.0906753540039,2,ped
17,1038.4449462890625,124.33282470703125,2,ped
18,1062.320556640625,109.68128967285156,2,ped
19,1070.3594970703125,128.5711669921875,2,ped
0,146.6291046142578,125.2209701538086,3,ped
1,162.87648010253906,126.98976135253906,3,ped
2,170.09307861328125,135.34703063964844,3,ped
3,240.47828674316406,144.02667236328125,3,ped
4,250.2710723876953,203.3897705078125,3,ped
5,202.6623077392578,426.56488037109375,3,ped
6,451.3471984863281,381.3544616699219,3,ped
7,460.1280517578125,386.58856201171875,3,ped
8,578.6178588867188,232.8062744140625,3,ped
9,600.0067749023438,240.3268280029297,3,ped
10,659.3368530273438,149.16197204589844,3,ped
11,731.687744140625,78.8324966430664,3,ped
12,817.7968139648438,71.35505676269531,3,ped
13,819.4942626953125,85.4836654663086,3,ped
14,819.4931640625,101.36595153808594,3,ped
15,901.9295654296875,61.33448028564453,3,ped
16,1029.049072265625,110.89759826660156,3,ped
17,1038.8992919921875,123.21307373046875,3,ped
18,1062.9703369140625,108.94499206542969,3,ped
19,1070.9405517578125,127.66006469726562,3,ped
0,146.5713348388672,126.84712982177734,4,ped
1,163.1114959716797,128.5710906982422,4,ped
2,169.97329711914062,136.24014282226562,4,ped
3,242.62124633789062,143.80743408203125,4,ped
4,252.13623046875,202.9463653564453,4,ped
5,202.69955444335938,424.4608154296875,4,ped
6,451.1626892089844,382.1766052246094,4,ped
7,459.6799011230469,387.5397644042969,4,ped
8,578.3256225585938,234.16293334960938,4,ped
9,598.6393432617188,242.14344787597656,4,ped
10,658.42822265625,149.7000732421875,4,ped
11,730.9965209960938,80.26046752929688,4,ped
12,819.2735595703125,71.23953247070312,4,ped
13,820.42431640625,85.50252532958984,4,ped
14,820.563720703125,101.14109802246094,4,ped
15,903.26123046875,61.36176300048828,4,ped
16,1028.918701171875,109.96775817871094,4,ped
17,1039.7156982421875,121.79583740234375,4,ped
18,1064.0457763671875,108.12934112548828,4,ped
19,1072.2061767578125,126.81027221679688,4,ped
0,146.04812622070312,128.92218017578125,5,ped
1,162.41026306152344,129.5292205810547,5,ped
2,170.83676147460938,137.22506713867188,5,ped
3,244.53411865234375,143.9281005859375,5,ped
4,253.13662719726562,202.9231414794922,5,ped
5,202.73678588867188,423.2462463378906,5,ped
6,450.35760498046875,383.3533935546875,5,ped
7,459.6261901855469,388.9548645019531,5,ped
8,577.1846313476562,235.1673583984375,5,ped
9,598.1851196289062,243.4996795654297,5,ped
10,657.7163696289062,150.44813537597656,5,ped
11,730.4071044921875,81.27546691894531,5,ped
12,819.638916015625,70.6273193359375,5,ped
13,821.4808959960938,85.11624145507812,5,ped
14,821.9205322265625,100.42472839355469,5,ped
