,id,x_c,y_c,x_fl,y_fl,x_fr,y_fr,x_rr,y_rr,x_rl,y_rl,frame,label,x_est,y_est,vx_est,vy_est
0,0,592.9978485107423,228.49340438842773,643.9859008789062,206.9991607666016,647.987060546875,241.9828186035156,541.9923095703125,248.99127197265625,538.026123046875,216.0003662109375,1,veh,592.9978485107423,228.49340438842773,18.510645629880084,17.88422799682685
1,1,597.7336883544923,144.98884773254397,540.0051879882811,168.98056030273438,538.0265502929689,129.0169677734375,653.9675903320312,120.01331329345705,658.9354248046875,161.94454956054688,1,veh,597.7336883544923,144.98884773254397,10.266334716796875,10.78391354370049
2,0,593.7698974609375,229.2393264770508,644.9738159179688,207.9599151611328,648.9574584960938,242.9699859619141,543.0843505859375,250.0481109619141,538.06396484375,215.9792938232422,2,veh,593.7698974609375,229.2393264770508,18.510645629880084,17.88422799682685
3,1,598.1618804931642,145.438627243042,540.0181884765625,169.899169921875,538.006103515625,129.10769653320312,654.8357543945312,119.97571563720705,659.7874755859375,162.7719268798828,2,veh,598.1618804931642,145.438627243042,10.266334716796875,10.78391354370049
4,0,593.5577545166017,229.24298858642575,644.9993896484375,208.0031890869141,648.9346923828125,242.9360809326172,542.1915283203125,249.0834045410156,538.1054077148439,216.94927978515625,3,veh,593.9499433215282,229.53877039058787,18.444970444485918,17.83469694295547
5,1,598.0718383789062,145.63065147399902,540.0174560546875,169.91600036621094,537.9843139648439,129.14329528808594,654.695068359375,120.99091339111328,659.5905151367188,162.47239685058594,3,veh,598.2783485863748,145.7333638978753,10.231752913362099,10.766713518111734
6,0,593.6098175048827,228.97344589233398,645.029296875,207.08462524414062,648.902587890625,242.91033935546875,542.3467407226561,248.97080993652344,538.16064453125,216.92800903320312,4,veh,594.0331057755651,229.47294389400201,18.275507801429452,17.634723881033317
7,1,598.2480621337892,145.5856971740723,540.034912109375,169.92514038085938,538.9400634765625,129.18928527832028,654.5884399414062,121.00196838378906,659.4288330078125,162.2263946533203,4,veh,598.4224373625549,145.81336999382387,10.161942126725883,10.675565143683542
8,0,593.4580078125,229.160758972168,644.0947875976562,207.1219482421875,648.8399047851562,242.85040283203125,542.6765747070311,249.79808044433597,538.2207641601561,216.8726043701172,5,veh,593.9622887591308,229.55582348070973,17.947398570218567,17.377676072579764
9,1,598.2007598876952,145.17601394653317,540.0438842773439,169.8771209716797,538.923828125,129.17314147949222,654.511962890625,119.98191833496094,659.3233642578125,161.671875,5,veh,598.4441693988759,145.58424447017217,10.003568291433256,10.409950897968114
10,0,593.5931091308594,229.0718002319336,644.1715698242188,207.1062774658203,648.7736206054688,242.7875823974609,543.1124877929689,249.5747528076172,538.3147583007811,216.81858825683597,6,veh,594.0116060645173,229.5243993862529,17.569319587878308,16.968788422729123
11,1,598.1376647949219,145.59137344360354,540.055419921875,169.82382202148438,538.8999633789061,129.09860229492188,654.408447265625,120.96786499023438,659.1868286132812,162.47520446777344,6,veh,598.408642617148,145.75126841501506,9.758761194835188,10.265498398533543
12,0,593.4518280029298,228.94968795776367,644.2139892578125,207.09097290039062,648.7081909179688,242.72259521484372,542.4385986328125,249.17247009277344,538.446533203125,216.81271362304688,7,veh,593.9327513357205,229.4268482572686,17.01605645045986,16.419854348718328
13,1,598.0693817138673,145.50895500183103,540.0706176757811,169.7491912841797,538.8640747070311,129.04579162597656,654.2818603515625,120.91446685791016,659.0609741210938,162.3263702392578,7,veh,598.3470502756309,145.75841617534215,9.439326122404065,9.978513629630822
14,0,593.5283203125,228.8573303222656,644.2555541992188,207.07383728027344,648.6538696289062,242.66603088378903,542.6443481445311,248.881591796875,538.5595092773439,216.807861328125,8,veh,593.9404145575126,229.32128861919142,16.444689954383943,15.776578618352762
15,1,598.0147705078125,145.41595268249512,540.0731201171875,169.65420532226562,538.8193969726561,129.04345703125,654.153076171875,120.86614227294922,659.0134887695312,162.10000610351562,8,veh,598.283292259347,145.69655913984172,9.06702213089898,9.589454257288587
16,0,593.6054534912108,229.00164031982425,644.288330078125,207.0997009277344,648.6341552734375,242.5943603515625,542.8359985351561,249.52452087402344,538.663330078125,216.78797912597656,9,veh,593.9809564034608,229.36126057226065,15.840705649257773,15.198141058506307
17,1,597.9517211914062,145.35216331481934,540.100341796875,169.64427185058594,538.7906494140625,129.01783752441406,653.98486328125,120.8312759399414,658.9310302734375,161.91526794433594,9,veh,598.2127900233758,145.62596463675504,8.647101347535678,9.149053675090489
18,0,593.7190399169923,228.9325294494629,644.331298828125,207.0804748535156,648.6161499023438,242.53271484375,543.1490478515625,249.3191375732422,538.7796630859375,216.79779052734372,10,veh,594.056679681316,229.3214092549866,15.228081374076963,14.492545230750023
19,1,598.3894348144531,145.5297584533691,540.1358642578125,169.628173828125,538.7576293945311,129.0040283203125,654.8585815429688,120.78436279296876,659.8056640625,162.7024688720703,10,veh,598.4567762869876,145.70461491381022,8.524914848312967,8.831788578803662
20,0,593.5907561779022,228.88156580924988,644.365966796875,207.06021118164062,648.6240234375,242.4604949951172,542.4799680709839,249.19760417938232,538.89306640625,216.80795288085938,11,veh,593.9918293504542,229.26196426908305,14.424580886929956,13.730463973005609
