,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,181.51119995117188,421.500732421875,10,ped,181.51119995117188,421.500732421875,38.224554565429,-1.640447753904887
1,1,282.50775146484375,308.5073547363281,10,ped,282.50775146484375,308.5073547363281,2.4270139160156248,-2.494329345703125
2,2,286.51080322265625,329.50640869140625,10,ped,286.51080322265625,329.50640869140625,2.58286376953125,2.43945263671875
3,3,411.4903564453125,365.4930419921875,10,ped,411.4903564453125,365.4930419921875,45.79717456054687,3.5801564941406245
4,4,409.4810485839844,381.4736022949219,10,ped,409.4810485839844,381.4736022949219,42.26238281249999,1.2109460449232379
5,5,422.5060424804688,407.5162658691406,10,ped,422.5060424804688,407.5162658691406,51.96385327148301,1.0353405761718748
6,6,509.5108642578125,237.50218200683597,10,ped,509.5108642578125,237.50218200683597,-8.51101171875,-4.284041748046874
7,0,183.10548400878903,421.4323120117188,11,ped,183.10548400878903,421.4323120117188,38.224554565429,-1.640447753904887
8,1,282.6089782714844,308.4033203125,11,ped,282.6089782714844,308.4033203125,2.4270139160156248,-2.494329345703125
9,2,286.6185302734375,329.608154296875,11,ped,286.6185302734375,329.608154296875,2.58286376953125,2.43945263671875
10,3,413.4004821777344,365.6423645019531,11,ped,413.4004821777344,365.6423645019531,45.79717456054687,3.5801564941406245
11,4,411.2437438964844,381.5241088867188,11,ped,411.2437438964844,381.5241088867188,42.26238281249999,1.2109460449232379
12,5,424.6733703613281,407.5594482421875,11,ped,424.6733703613281,407.5594482421875,51.96385327148301,1.0353405761718748
13,6,509.1558837890625,237.3235015869141,11,ped,509.1558837890625,237.3235015869141,-8.51101171875,-4.284041748046874
14,0,184.00965881347656,421.2300720214844,12,ped,184.28465917131246,421.28339753806125,38.17850353271858,-1.649377542678646
15,1,282.8417053222656,308.1864013671875,12,ped,282.78930403357015,308.2313845110456,2.4357889353602302,-2.501862136734848
16,2,286.7723693847656,329.7647705078125,12,ped,286.75399427517664,329.74290522188204,2.585940830155455,2.4431141555819664
17,3,414.8854064941406,365.8298034667969,12,ped,415.0548442187621,365.81461451122004,45.76880084401673,3.5827000075222473
18,4,412.9564208984375,381.7691345214844,12,ped,412.976352602353,381.69162098838046,42.259045087574066,1.2239263125729205
19,5,426.3735046386719,407.63165283203125,12,ped,426.5596757523035,407.62008782262086,51.932677413709385,1.0372772304760567
20,6,508.2437133789063,236.7315216064453,12,ped,508.465746966514,236.89621658272816,-8.54819303766246,-4.311621253032718
21,0,185.1361541748047,420.84991455078125,13,ped,185.41882122592892,420.989056525196,38.0653383237907,-1.7050827638661146
22,1,283.2774963378906,307.74395751953125,13,ped,283.12999517427295,307.89011525385564,2.49484074182833,-2.5603761038755612
23,2,287.07440185546875,330.0548095703125,13,ped,286.9933057988946,329.9746849636537,2.6184074800495245,2.4751918873754053
24,3,417.2085571289063,366.2010192871094,13,ped,417.1151686282185,366.1106046284921,45.80618875021153,3.6188973417777697
25,4,415.7938232421875,382.3267517089844,13,ped,415.3913366389552,382.10390381880035,42.42017982317309,1.3131430357513552
