,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,107.5101547241211,363.4892883300781,1,ped,107.5101547241211,363.4892883300781,34.16642193603516,1.00534130859375
1,1,117.5090560913086,418.50537109375,1,ped,117.5090560913086,418.50537109375,30.923757202148096,6.726421142578125
2,2,184.478515625,711.5032348632812,1,ped,184.478515625,711.5032348632812,-4.168800659179687,41.003876953124994
3,3,296.5407409667969,704.4785766601562,1,ped,296.5407409667969,704.4785766601562,-6.061315429687499,47.09299658203125
4,4,306.51953125,709.4801635742188,1,ped,306.51953125,709.4801635742188,0.8699787597656249,50.744126953125
5,5,363.51702880859375,158.51112365722656,1,ped,363.51702880859375,158.51112365722656,6.436672119140624,-26.563985595703123
6,6,377.5064697265625,163.4764862060547,1,ped,377.5064697265625,163.4764862060547,4.0477060546875,-32.32786926269531
7,7,506.5227966308594,407.5047912597656,1,ped,506.5227966308594,407.5047912597656,-16.618130859374997,-24.1837998046875
8,8,630.4937133789062,646.4918823242188,1,ped,630.4937133789062,646.4918823242188,-24.4647685546875,37.578106933593745
9,9,674.5003051757812,474.5065307617188,1,ped,674.5003051757812,474.5065307617188,-23.738932617187498,32.99992602538926
10,10,886.4917602539062,590.5006103515625,1,ped,886.4917602539062,590.5006103515625,-11.889953613281248,17.248847167968748
11,11,693.49267578125,280.52069091796875,1,ped,693.49267578125,280.52069091796875,26.861783203124997,-5.382307617187499
12,12,698.4934692382812,295.49969482421875,1,ped,698.4934692382812,295.49969482421875,26.715445312499998,-7.398112060546874
13,13,699.4956665039062,308.4953918457031,1,ped,699.4956665039062,308.4953918457031,23.797467773437496,-4.019170166015624
14,14,800.5100708007812,332.5155029296875,1,ped,800.5100708007812,332.5155029296875,-26.42423291015625,12.281407470703124
15,15,806.502685546875,340.4898681640625,1,ped,806.502685546875,340.4898681640625,-26.939342285156247,9.736591552734374
16,16,783.49365234375,247.5103302001953,1,ped,783.49365234375,247.5103302001953,28.231505859374998,-3.480646728515625
17,17,785.49072265625,263.50009155273443,1,ped,785.49072265625,263.50009155273443,22.36189306640625,-12.1197041015625
