,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,208.5004425048828,516.5098266601561,1,ped,208.5004425048828,516.5098266601561,4.813784912109375,41.581911621096474
1,1,217.5010223388672,519.5038452148439,1,ped,217.5010223388672,519.5038452148439,4.106972900390625,33.37820947265352
2,2,237.5045623779297,301.5085144042969,1,ped,237.5045623779297,301.5085144042969,1.25118896484375,39.84414916992187
3,3,245.48887634277344,352.50433349609375,1,ped,245.48887634277344,352.50433349609375,-2.026048095703125,35.320113281249995
4,4,262.51358032226557,357.4942321777344,1,ped,262.51358032226557,357.4942321777344,-1.558498535153524,40.16243408203125
5,5,342.4701843261719,321.50885009765625,1,ped,342.4701843261719,321.50885009765625,0.20560473632812498,47.24811474609375
6,6,307.5166320800781,203.49208068847656,1,ped,307.5166320800781,203.49208068847656,0.8546132812499999,-42.90005017089843
7,7,283.5263977050781,192.5051727294922,1,ped,283.5263977050781,192.5051727294922,-0.8319309082031249,-48.835880859374996
8,8,265.51092529296875,177.5039520263672,1,ped,265.51092529296875,177.5039520263672,0.1690202636705121,46.589594238281244
9,9,239.5148468017578,169.49429321289062,1,ped,239.5148468017578,169.49429321289062,7.632252685546875,55.09438659667968
10,10,290.4938659667969,100.4835968017578,1,ped,290.4938659667969,100.4835968017578,1.790444091796875,-39.00124291992153
11,11,309.51702880859375,96.50946807861328,1,ped,309.51702880859375,96.50946807861328,-5.211823974609374,-29.799333435058593
12,12,658.5028076171875,320.5124816894531,1,ped,658.5028076171875,320.5124816894531,17.9263916015625,-12.495060791015623
13,13,660.5121459960938,336.5050354003906,1,ped,660.5121459960938,336.5050354003906,26.999340820312497,-11.491182861328124
14,14,682.4979248046875,439.4945068359375,1,ped,682.4979248046875,439.4945068359375,10.90656298828125,-26.531791259765622
15,15,695.5130615234375,450.46484375,1,ped,695.5130615234375,450.46484375,9.725616210937499,-28.734908203125
16,16,786.5074462890625,445.5011901855469,1,ped,786.5074462890625,445.5011901855469,0.5355966796874999,-20.8765634765625
17,17,864.50244140625,384.4952087402344,1,ped,864.50244140625,384.4952087402344,-23.2999189453125,25.508157714843747
18,18,862.5220947265625,371.5123291015625,1,ped,862.5220947265625,371.5123291015625,-25.568156249999998,22.32018676757812
19,19,889.48779296875,345.51129150390625,1,ped,889.48779296875,345.51129150390625,-24.134044921875,29.330503417968746
20,20,882.509521484375,316.4952392578125,1,ped,882.509521484375,316.4952392578125,19.852198242187498,-21.067534423828125
21,21,868.49853515625,311.51287841796875,1,ped,868.49853515625,311.51287841796875,23.305772460937497,-21.652154296874997
22,22,842.4871215820312,326.48736572265625,1,ped,842.4871215820312,326.48736572265625,9.36708837890625,-20.668031982421873
23,23,829.4899291992188,309.5185852050781,1,ped,829.4899291992188,309.5185852050781,9.763664062499998,-20.892660644531247
24,0,208.7012176513672,518.244140625,2,ped,208.7012176513672,518.244140625,4.813784912109375,41.581911621096474
25,1,217.6723175048828,520.89599609375,2,ped,217.6723175048828,520.89599609375,4.106972900390625,33.37820947265352
26,2,237.55674743652344,303.17034912109375,2,ped,237.55674743652344,303.17034912109375,1.25118896484375,39.84414916992187
27,3,245.4043731689453,353.97747802734375,2,ped,245.4043731689453,353.97747802734375,-2.026048095703125,35.320113281249995
28,4,262.44857788085943,359.1693420410156,2,ped,262.44857788085943,359.1693420410156,-1.558498535153524,40.16243408203125
29,5,342.478759765625,323.4794921875,2,ped,342.478759765625,323.4794921875,0.20560473632812498,47.24811474609375
30,6,307.5522766113281,201.70278930664062,2,ped,307.5522766113281,201.70278930664062,0.8546132812499999,-42.90005017089843
31,7,283.49169921875,190.4683074951172,2,ped,283.49169921875,190.4683074951172,-0.8319309082031249,-48.835880859374996
32,8,265.51797485351557,179.44712829589844,2,ped,265.51797485351557,179.44712829589844,0.1690202636705121,46.589594238281244
33,9,239.8331756591797,171.7921905517578,2,ped,239.8331756591797,171.7921905517578,7.632252685546875,55.09438659667968
34,10,290.56854248046875,98.85691833496094,2,ped,290.56854248046875,98.85691833496094,1.790444091796875,-39.00124291992153
35,11,309.2996520996094,95.26658630371094,2,ped,309.2996520996094,95.26658630371094,-5.211823974609374,-29.799333435058593
36,12,659.25048828125,319.9913330078125,2,ped,659.25048828125,319.9913330078125,17.9263916015625,-12.495060791015623
37,13,661.6382446289062,336.0257568359375,2,ped,661.6382446289062,336.0257568359375,26.999340820312497,-11.491182861328124
38,14,682.9528198242188,438.3879089355469,2,ped,682.9528198242188,438.3879089355469,10.90656298828125,-26.531791259765622
39,15,695.918701171875,449.266357421875,2,ped,695.918701171875,449.266357421875,9.725616210937499,-28.734908203125
40,16,786.52978515625,444.6304626464844,2,ped,786.52978515625,444.6304626464844,0.5355966796874999,-20.8765634765625
41,17,863.5306396484375,385.5591125488281,2,ped,863.5306396484375,385.5591125488281,-23.2999189453125,25.508157714843747
42,18,861.4556884765625,372.4432678222656,2,ped,861.4556884765625,372.4432678222656,-25.568156249999998,22.32018676757812
43,19,888.481201171875,346.734619140625,2,ped,888.481201171875,346.734619140625,-24.134044921875,29.330503417968746
