,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,155.50830078125,216.503662109375,1,ped,155.50830078125,216.503662109375,46.62837377929687,-0.17560546875
1,1,170.50253295898438,282.51434326171875,1,ped,170.50253295898438,282.51434326171875,27.006291870117185,-1.5489865722656249
2,2,231.5193023681641,296.5191345214844,1,ped,231.5193023681641,296.5191345214844,-30.646081054688178,2.968464111328125
3,3,230.5018310546875,309.4743347167969,1,ped,230.5018310546875,309.4743347167969,-38.174433837890625,2.3640886230468747
4,4,290.47528076171875,351.4991760253906,1,ped,290.47528076171875,351.4991760253906,-34.670373046875,0.9146118164062499
5,5,486.50439453125,111.50238800048828,1,ped,486.50439453125,111.50238800048828,-22.015803955078123,8.153032653808593
6,6,469.49737548828125,210.48521423339844,1,ped,469.49737548828125,210.48521423339844,14.082095214843749,53.23662707519531
7,7,513.485107421875,494.4962463378906,1,ped,513.485107421875,494.4962463378906,-12.0319013671875,22.233847412109373
8,8,536.4974975585939,502.4958190917969,1,ped,536.4974975585939,502.4958190917969,-0.6848613281249999,25.124752441406248
9,9,523.500244140625,538.5006713867189,1,ped,523.500244140625,538.5006713867189,-16.426428222653524,25.859368652341022
10,10,469.5055847167969,613.4954833984375,1,ped,469.5055847167969,613.4954833984375,42.23457861328124,5.298895019531249
11,0,157.45309448242188,216.496337890625,2,ped,157.45309448242188,216.496337890625,46.62837377929687,-0.17560546875
12,1,171.62892150878906,282.4497375488281,2,ped,171.62892150878906,282.4497375488281,27.006291870117185,-1.5489865722656249
13,2,230.24110412597656,296.6429443359375,2,ped,230.24110412597656,296.6429443359375,-30.646081054688178,2.968464111328125
14,3,228.90963745117188,309.57293701171875,2,ped,228.90963745117188,309.57293701171875,-38.174433837890625,2.3640886230468747
15,4,289.02923583984375,351.5373229980469,2,ped,289.02923583984375,351.5373229980469,-34.670373046875,0.9146118164062499
16,5,485.5861511230469,111.84243774414062,2,ped,485.5861511230469,111.84243774414062,-22.015803955078123,8.153032653808593
17,6,470.084716796875,212.70562744140625,2,ped,470.084716796875,212.70562744140625,14.082095214843749,53.23662707519531
18,7,512.9832763671875,495.423583984375,2,ped,512.9832763671875,495.423583984375,-12.0319013671875,22.233847412109373
19,8,536.4689331054689,503.5437316894531,2,ped,536.4689331054689,503.5437316894531,-0.6848613281249999,25.124752441406248
20,9,522.8151245117189,539.5792236328125,2,ped,522.8151245117189,539.5792236328125,-16.426428222653524,25.859368652341022
21,10,471.2671203613281,613.7164916992188,2,ped,471.2671203613281,613.7164916992188,42.23457861328124,5.298895019531249
22,0,159.4968719482422,217.16131591796875,3,ped,159.45742809122578,216.89341144130105,46.634978971973645,-0.13074269869623886
23,1,173.0966339111328,282.4241943359375,3,ped,172.96062040140563,282.4086283926722,27.02906843169986,-1.5463799292484295
24,2,228.4068298339844,296.7977294921875,3,ped,228.62841954899122,296.78538618561385,-30.68318804354585,2.9705310977831667
25,3,228.0010681152344,309.56524658203125,3,ped,227.7286519471984,309.6076029729633,-38.12881554864985,2.356995703024303
26,4,287.1373291015625,351.5162048339844,3,ped,287.31499975086416,351.5398212885322,-34.700125433188454,0.9106570502035988
27,5,484.749755859375,112.53118133544922,3,ped,484.7171403438769,112.39223097002002,-22.010342223381155,8.176301015616776
28,6,470.2126770019531,214.91375732421875,3,ped,470.39573492693177,214.9186520837221,14.05144068567356,53.235807408152795
29,7,512.8538208007811,496.35107421875,3,ped,512.7054335822475,496.3510134142841,-12.00705272805015,22.23385759430866
30,8,535.938232421875,505.0001831054688,3,ped,536.1383277581932,504.83738522852144,-0.7183689095351112,25.152014261774372
31,9,522.5972900390625,540.7388305664061,3,ped,522.4110824427514,540.7065312341306,-16.395246255560338,25.864777436601702
32,10,472.3921508789063,614.3880615234375,3,ped,472.6457906278785,614.2085180965868,42.19210458717996,5.328961017582713
33,0,161.3835906982422,216.8336181640625,4,ped,161.39080421867848,216.85435084565952,46.632091052974836,-0.13904298780043622
34,1,173.5360107421875,282.3843688964844,4,ped,173.7465981793707,282.36901689094674,26.944760157241838,-1.5402337834305126
35,2,227.1055603027344,297.4098815917969,4,ped,227.19831649821555,297.218885509048,-30.72032280757028,3.0469960112660677
36,3,225.5903778076172,309.8489074707031,4,ped,225.79945246634927,309.7943487438304,-38.21251818517164,2.3788381841370847
37,4,285.6455993652344,351.45452880859375,4,ped,285.73034379097203,351.501562321989,-34.734052700642984,0.8918272737976982
38,5,483.5562133789063,112.4525909423828,4,ped,483.6488925138437,112.55967259623081,-22.04744613636546,8.133431081955045
39,6,471.0068359375,217.4576873779297,4,ped,470.9972829729116,217.33610892174178,14.055265196628161,53.28448110868108
40,7,511.9598388671875,497.3048400878906,4,ped,512.0532386068985,497.2947337643622,-12.044445133766208,22.237903641448007
41,8,536.0789794921875,505.6690368652344,4,ped,536.090191375233,505.75198176955547,-0.7228575652955523,25.118807429249443
42,9,521.53369140625,542.0126342773439,4,ped,521.6075458432924,541.9259018014269,-16.42481373703694,25.89950061611249
43,10,473.9880065917969,613.982421875,4,ped,474.1473157430884,614.1534862538716,42.128325475612726,5.260475723318198
44,0,163.41046142578125,217.69219970703125,5,ped,163.38229053151233,217.37407883400044,46.65042038015417,0.0679416222262576
45,1,175.34300231933594,282.3802490234375,5,ped,175.16480220473193,282.351789922555,27.0607056495216,-1.5217169352848443
46,2,225.11651611328125,297.19158935546875,5,ped,225.41836892069279,297.2498031374614,-30.916722638339916,3.0091193486971166
47,3,224.53515625,310.56719970703125,5,ped,224.41091450098114,310.31318755595214,-38.1316805786207,2.5441106025491367
48,4,284.6163330078125,351.37091064453125,5,ped,284.4901288371359,351.43420250818787,-34.65193824898072,0.8506465691428391
49,5,482.26800537109375,112.42938232421876,5,ped,482.44196034998134,112.60642876515749,-22.160629540912954,8.018236224776443
50,6,471.1840515136719,219.0968780517578,5,ped,471.3346765989173,219.27095218771373,13.957261333402414,53.171220174862746
51,7,511.6605529785156,498.4989318847656,5,ped,511.6191993951234,498.3945977738268,-12.01753852040854,22.305788389340904
52,8,534.970458984375,507.7291259765625,5,ped,535.3813164778506,507.3786399805894,-0.9901810428573576,25.34685033163795
53,9,520.93532371521,542.6164150238037,5,ped,520.9304857470505,542.7633670449198,-16.421665924247208,25.803886623564434
54,10,476.191162109375,614.4027099609375,5,ped,476.08303796344336,614.3914663293801,42.198676201004965,5.267791366177506
55,0,165.485595703125,217.77691650390625,6,ped,165.42659096707925,217.62714916025018,46.703726506826214,0.20324460851663817
56,1,176.26602172851562,282.3390197753906,6,ped,176.2762951191984,282.320037627725,27.051424451065543,-1.5045680615540238
57,2,223.32598876953125,297.14776611328125,6,ped,223.6266040242659,297.2329613655493,-31.188304818387454,2.932152155661383
58,3,222.70204162597656,310.4877014160156,6,ped,222.74639570219324,310.4620902762033,-38.17175098929748,2.5672482480085153
59,4,282.8885192871094,351.2439270019531,6,ped,282.9470528488963,351.32845283442146,-34.704818706860564,0.7742841441144124
60,5,480.71954345703125,112.60202026367188,6,ped,481.01837618212727,112.72888547405472,-22.430601345979035,7.903623510134354
61,6,472.3211669921875,220.5965576171875,6,ped,472.1697702828111,220.93056537226795,14.09403632315055,52.86947050365063
62,7,510.7066345214844,499.7749633789063,6,ped,510.8606435845536,499.60646650943045,-12.15667356574192,22.45801202544288
